subID,avg_roi_E_magn,avg_roi_E_normal,avg_roi_E_tangent,subID2,p95,p99,p99_9,pk_pos_x,pk_pos_y,pk_pos_z
MMD_021,0.435573507073584,-0.0745372822174499,0.239231240910639,MMD_021,0.314697404771,0.627716426572255,1.0367787821829,-55.8280444256719,-42.0917294131446,-5.34394961652657
MMD_022,0.362265514649047,-0.0402702286315873,0.230894127884408,MMD_022,0.301839272701998,0.574824596371367,0.855686614088574,-62.0335809118831,-14.7349194160513,-4.881771716695
MMD_023,0.433565466587252,-0.0444295868463438,0.295509254281373,MMD_023,0.321056734658696,0.582360817455202,0.86283770379589,-57.0946559118687,-22.8517680835735,19.5920429066681
MMD_024,0.379691316155358,-0.0249870498341983,0.216110576817816,MMD_024,0.274853268435112,0.570799225814406,0.937456660354343,-61.909709773774,-36.9221322816893,27.0949713745789
MMD_025,0.345475190273211,-0.00759811237100651,0.233371639763346,MMD_025,0.329335122375619,0.62760835926948,0.952550470056766,-55.5780421704015,-31.6000090581047,1.52045750803694
MMD_026,0.413834479666543,-0.0458009437913284,0.287928490293325,MMD_026,0.351826870059647,0.663288312992651,0.979274217733766,-54.2738441813662,-19.490064112927,6.93168422363275
MMD_027,0.512327643269329,-0.102380813060668,0.353517554572384,MMD_027,0.354487600507359,0.665327483984875,1.07539843506042,-46.6649738650811,-30.6913477713256,-11.520640573371
MMD_028,0.481952873318808,-0.0457167720286916,0.315783984706131,MMD_028,0.396300068649063,0.743971491509219,1.09956958057622,-54.7022165676537,-34.9572924143689,-30.8469976500479
MMD_030,0.547552313276602,0.0257276668658794,0.409445080489208,MMD_030,0.40650125639126,0.730631359760275,1.08680384201898,-53.056984372355,-28.8226011137243,-7.31951800325926
MMD_031,0.528275862351538,0.0223074251902588,0.385882412577483,MMD_031,0.40713534515987,0.73559101537984,1.14096510003313,-51.9412270841093,-32.9931167950481,19.4106500616675
MMD_032,0.448231710757395,0.0075815362652259,0.309404459550833,MMD_032,0.331537036291914,0.645746927911525,1.05501350627903,-55.7565184844166,-47.3900552769605,-6.80157894977733
MMD_033,0.376714477326727,-0.0551451556217733,0.246356305874694,MMD_033,0.336223888572178,0.628364653596781,0.94894146671447,-57.9137990804604,-9.39022769845472,4.1813987542773
MMD_034,0.450796895192374,-0.0339809646762932,0.294112661575179,MMD_034,0.366777628415268,0.70656802155903,1.08201297682548,-47.2451056185422,-55.7886524885745,-15.5880275191296
MMD_035,0.468934898207449,0.0384093423571492,0.283586181065304,MMD_035,0.386221522893327,0.703642878114097,1.03734494239811,-51.9994827258206,-47.9723661400997,-15.4974068824705
MMD_036,0.444223726306761,-0.0289852265981177,0.281319016742155,MMD_036,0.387100543991391,0.679094144063403,0.991792476677934,-50.7832993989617,-33.3715138849388,-7.51163408597912
MMD_037,0.365422238861684,-0.018429160846148,0.239419570376704,MMD_037,0.273693415516678,0.509908738570475,0.769957213087379,-51.8784066185076,-38.7054888628344,6.90415097059203
MMD_038,0.348314532308406,-0.0808830248053517,0.236341398109959,MMD_038,0.258003726056286,0.465158699291909,0.711491228282065,-63.7369602686258,-9.94931651671518,-17.3088227776974
MMD_039,0.479744751517473,-0.0098293968840817,0.266266995519322,MMD_039,0.363614563765826,0.711190537611767,1.09694160650022,-47.615836507562,-51.5375064752653,-21.4694732900621
MMD_041,0.453735616067499,0.0356637754271441,0.251135786323091,MMD_041,0.336799572903954,0.636329825369988,1.006720971673,-54.110134564268,-30.7906184347618,-6.74066635096439
MMD_043,0.436310207529444,0.0643899423295283,0.263657857940282,MMD_043,0.327879574391855,0.580582589842077,0.912099107200148,-49.9891983177685,-37.0080965511914,-2.29306442270718
MMD_044,0.285044604167998,0.0171109241107079,0.172365979679628,MMD_044,0.247318152803916,0.488459641021595,0.771372777577723,-56.9979107156542,-34.3284891141128,-7.83001485085224
MMD_045,0.586100113937223,-0.120965531765817,0.412588297221942,MMD_045,0.331783787579765,0.657143575202919,1.03605533986828,-55.6405515623751,-34.9101029484326,0.595467400585917
MMD_046,0.483802265527874,-0.0185700709167514,0.320198361509104,MMD_046,0.351760625669294,0.678902988015719,1.0674858938358,-51.4746969197614,-41.0731625090651,18.711604457509
MMD_048,0.425470509513502,0.00992646395303644,0.268330983239419,MMD_048,0.375328890899576,0.698492995890866,1.03838166182191,-55.8368460840285,-22.7379989661261,10.7864105065333
MMD_049,0.453247662022885,-0.0144673203326223,0.293554342340903,MMD_049,0.310836982804014,0.604542680386271,0.917048958221128,-48.7448090974882,-49.2265928964109,2.28806682597822
MMD_050,0.49927053289234,-0.0835657742504814,0.322877770842343,MMD_050,0.362776645552032,0.706990603794681,1.08739888648357,-51.5164256081445,-34.9346908190616,-11.3042481620223
MMD_052,0.400839439335775,-0.0306606969680995,0.216908547046605,MMD_052,0.357199329493912,0.65910484648921,1.01382157672041,-57.044603143092,-24.127789543998,25.0105265056111
MMD_053,0.459130915484772,0.0367782481958504,0.2403960689437,MMD_053,0.3451982581659,0.673425760833477,1.00239508927783,-58.3907368182811,-30.5850668838591,-2.43473481941282
MMD_054,0.471316825057557,-0.0371659732227975,0.323394921943713,MMD_054,0.314743213981328,0.610028836137028,0.965718261329114,-44.8977915122622,-21.9822003194716,7.6564985370627
MMD_055,0.547232439862696,-0.0631213661191725,0.305540441484122,MMD_055,0.369345648465519,0.700109771401849,1.06187063498837,-61.1244761661936,-17.972335393434,-27.2257949632227
MMD_056,0.309127794488885,-0.0494041820554842,0.1943963026751,MMD_056,0.281467302002959,0.502461711677892,0.834455801680003,-47.5796031223873,-38.6405823585573,25.4738493721745
